Taylor Swift,reputation,New Year's Day,"Hold on to the memories, they will hold on to you",21,2017
Taylor Swift,Lover,False God,You're the West Village,30,2019
Drake,Views,Hotline Bling,Late-night when you need my love,22,2015
Drake,Certified Lover Boy,7AM On Bridle Path,But let me digress on behalf of the association,73,2021
Drake,Scorpion,Jaded,Through me,17,2018
Taylor Swift,folklore (deluxe version),the last great american dynasty,She stole his dog and dyed it key lime green,29,2020
Taylor Swift,Taylor Swift,Tim McGraw,He said the way my blue eyes shined,1,2006
Drake,For All The Dogs,Rich Baby Daddy,"We from two different worlds, but it's a match to me",28,2023
Drake,Certified Lover Boy,Get Along Better,),23,2021
Taylor Swift,evermore (deluxe version),long story short,"(And now) I'm all about you, ah",63,2020
Drake,Views,U With Me?,You got a different vision,16,2016
Taylor Swift,Lover,Me!,Ooh-ooh-ooh-ooh,16,2019
Beyoncé,I Am... Sasha Fierce,Halo,I got my angel now,7,2009
Taylor Swift,Lover,Afterglow,Why'd I have to break what I love so much?,22,2019
Taylor Swift,reputation,Dress,They got no idea about me and you,2,2017
Taylor Swift,Taylor Swift,Our Song,I was riding shotgun with my hair undone,46,2006
Drake,Nothing Was the Same,The Motion,"Oh-oh, I guess that's just the motion",23,2013
Taylor Swift,Speak Now,The Story of Us,Is it killing you like it's killing me?,46,2010
Taylor Swift,Fearless,White Horse,And never really had a chance,14,2008
Beyoncé,Lemonade,Forward,Go back to your sleep in your favorite spot just next to me,12,2016
Taylor Swift,Red,State of Grace,Unless you play it good and right,36,2012
Taylor Swift,Lover,You Need to Calm Down,And I'm just like,16,2019
Drake,Scorpion,In My Feelings,"Kiki, do you love me? Are you riding?",3,2018
Taylor Swift,Lover,Cornelia Street,I'd never walk Cornelia Street again,15,2019
Taylor Swift,Speak Now,Haunted,Something's gone terribly wrong,41,2010
Drake,Take Care,Cameras,],1,2011
Taylor Swift,folklore (deluxe version),the 1,Having adventures on your own,21,2020
Drake,Take Care,Look What You’ve Done,And I leave out and you call me and you tell me that you sorry,10,2011
Taylor Swift,Red,The Lucky One,"How you took the money and your dignity, and got the hell out",25,2012
Taylor Swift,reputation,Call It What You Want,And I know I make the same mistakes every time,24,2017
Taylor Swift,Red,Red,Down a dead-end street,2,2012
Drake,Certified Lover Boy,The Remorse,Pain is just a place that I go to get the bars from,29,2021
Taylor Swift,Taylor Swift,Teardrops On My Guitar,He's the reason for the teardrops on my guitar,13,2006
Drake,Certified Lover Boy,Pipe Down,(,0,2021
Drake,For All The Dogs,Rich Baby Daddy,I could be enough,3,2023
Beyoncé,BEYONCÉ,Superpower,From what your eyes show you,8,2013
Taylor Swift,Speak Now,Haunted,I have known it all this time,49,2010
Taylor Swift,folklore (deluxe version),the last great american dynasty,"She had a marvelous time ruining everything""",25,2020
Beyoncé,4,I Care,I wouldn't have to care so much,30,2012
Taylor Swift,evermore (deluxe version),evermore,And I was catching my breath,24,2020
Taylor Swift,1989,I Know Places,And we run,30,2014
Beyoncé,BEYONCÉ,Jealous,"Oh, I'm jealous",11,2013
Beyoncé,RENAISSANCE,ENERGY,'Cause them Karens just turned into terrorists,41,2022
Taylor Swift,Red,The Moment I Knew,Now I just wanna be alone,24,2012
Taylor Swift,1989,Wonderland,In Wonderland,23,2014
Taylor Swift,Speak Now,Ours,But this love is ours,40,2010
Beyoncé,Lemonade,Forward,Forward,9,2016
Beyoncé,Lemonade,Daddy Lessons,"He said, ""Take care of your mother",10,2016
Drake,"Honestly, Nevermind",Jimmy Cooks,Gotta throw a party for my day ones,29,2022
Taylor Swift,folklore (deluxe version),august,And then canceled my plans just in case you'd call?,48,2020
Drake,Certified Lover Boy,Pipe Down,"And it's a lot of niggas' trust, I put the list together",16,2021
Taylor Swift,evermore (deluxe version),ivy,"My house of stone, your ivy grows",47,2020
Beyoncé,Dangerously in Love,Baby Boy,],27,2003
Drake,Nothing Was the Same,The Language,"Fuck going platinum, I look at my wrist and it's already platinum",9,2013
Taylor Swift,Speak Now,The Story of Us,The End,54,2010
Beyoncé,Lemonade,Forward,],1,2016
Taylor Swift,reputation,Don't Blame Me,"I'll be usin' for the rest of my life, oh",55,2017
Taylor Swift,folklore (deluxe version),illicit affairs,"Don't call me ""kid,"" don't call me ""baby""",28,2020
Beyoncé,RENAISSANCE,ALIEN SUPERSTAR,I'm (U-N-I-Q-U-E),20,2022
Taylor Swift,Lover,I Forgot That You Existed,Lived in the shade you were throwing,2,2019
Drake,Take Care,The Ride,"Bitches smiling at you, it must be happy hour",18,2011
Drake,Scorpion,Is There More,Is there more to life than digits and bankin' accounts?,27,2018
Taylor Swift,reputation,Delicate,"Oh damn, never seen that color blue",11,2017
Beyoncé,B’Day,Freakum Dress,"Oh, shut it down when the time comes",24,2006
Taylor Swift,1989,All You Had to Do Was Stay,Had me in the palm of your hand,32,2014
Drake,Certified Lover Boy,No Friends In The Industry,Stood on everything I said and never took it back (Woah),8,2021
Drake,Certified Lover Boy,No Friends In The Industry,"Yeah, brothers been my brothers, man",24,2021
Drake,Certified Lover Boy,Fountains,baby,21,2021
Beyoncé,B’Day,Ring the Alarm,She gon' rock them VVS stones,43,2006
Drake,Certified Lover Boy,7AM On Bridle Path,While you findin' all of the loopholes,20,2021
Taylor Swift,folklore (deluxe version),mad woman,Doesâshe smile?,7,2020
Beyoncé,RENAISSANCE,MOVE,Everybody around me (Yeah),51,2022
Drake,Certified Lover Boy,Fountains,I cannot fathom this life without you,14,2021
Taylor Swift,Speak Now,Innocent,Every one of us has messed up too,32,2010
Taylor Swift,Red,The Last Time (Ft. Gary Lightbody),"This is the last time I'm asking you, last time I'm asking you",59,2012
Drake,Thank Me Later,Miss Me,"Ugh, damn! I think you caught me in a moment",32,2010
Drake,Scorpion,Jaded,),46,2018
Taylor Swift,Red,The Moment I Knew,In red lipstick,17,2012
Beyoncé,BEYONCÉ,Partition,"And tell me how it's lookin', babe (How it's lookin', babe)",24,2013
Taylor Swift,reputation,Gorgeous,You're gorgeous,50,2017
Taylor Swift,1989,Bad Blood,So take a look what you've done,42,2014
Drake,Take Care,Buried Alive Interlude,"Devil in a dress,",25,2011
Taylor Swift,folklore (deluxe version),epiphany,Crawling up thebeachesnow,3,2020
Taylor Swift,Taylor Swift,Should've Said No,Was it worth it?,31,2006
Beyoncé,BEYONCÉ,***Flawless,),52,2013
Drake,Scorpion,Jaded,Ooh yeah,29,2018
Taylor Swift,Speak Now,Superman,I watch superman fly away,43,2010
Taylor Swift,1989,I Wish You Would,It's all good,33,2014
Taylor Swift,folklore (deluxe version),the 1,"In my defense, I have none",43,2020
Drake,"Honestly, Nevermind",Liability,"Playing with my emotions, playing with my emotions",20,2022
Taylor Swift,folklore (deluxe version),betty,So I showed up at your party,54,2020
Taylor Swift,reputation,Gorgeous,And I'm so furious,47,2017
Taylor Swift,Fearless,The Way I Loved You,And that's the way I loved you,15,2008
Taylor Swift,evermore (deluxe version),long story short,Now I just know there's more (Know there's more),41,2020
Beyoncé,I Am... Sasha Fierce,Disappear,You're nearly here,11,2008
Drake,Take Care,Cameras,"We've been living on a high, they've been talking on the low",10,2011
Drake,Scorpion,Peak,Never had me missin' a beat,13,2018
Beyoncé,4,I Miss You,But it's everything,28,2011
Taylor Swift,Lover,The Man,Wondering if I'd get there quicker if I was a man (Hey),40,2019
Taylor Swift,Fearless,The Best Day,But I know I had the best day with you today,18,2008
Drake,Certified Lover Boy,Fair Trade, (Yeah),5,2021
Drake,Take Care,The Real Her,We're perfect for each other,27,2011
Taylor Swift,Lover,Afterglow,"I blew things out of proportion, now you're blue",0,2019
Drake,Views,Keep the Family Close,And it's all because you chose a side,17,2016
Taylor Swift,Lover,I Think He Knows,Skipping down 16th Avenue (Baby),51,2019
Taylor Swift,1989,Clean,I think I am finally clean,31,2014
Taylor Swift,evermore (deluxe version),closure,Looks like you know that now,6,2020
Drake,Certified Lover Boy,7AM On Bridle Path,Could at least keep it a buck like Antetokounmpo,9,2021
Beyoncé,RENAISSANCE,BREAK MY SOUL,"I'm 'bout to explode, take off this load",2,2022
Taylor Swift,evermore (deluxe version),champagne problems,So you could sit there in this hurt,2,2020
Drake,Certified Lover Boy,7AM On Bridle Path,Maybe I'm gettin' too stoned,26,2021
Drake,For All The Dogs,Drew A Picasso,"Damn, how many days has it been?",15,2023
Taylor Swift,Lover,It's Nice to Have a Friend,"Church bells ring, carry me home",18,2019
Drake,Thank Me Later,Cece’s Interlude,Claiming I'm just not as serious as you,6,2010
Taylor Swift,Taylor Swift,A Place In This World,Could you tell me what more do I need,13,2006
Drake,Take Care,Marvins Room,The woman that I would try,17,2011
Beyoncé,Dangerously in Love,Speechless,"Lock opened, doorknob turned",10,2003
Drake,For All The Dogs,Virginia Beach,"I coulda treated you better, that's crazy",13,2023
Taylor Swift,folklore (deluxe version),betty,"Betty, I know where it all went wrong",20,2020
Taylor Swift,evermore (deluxe version),evermore,This pain wouldn't be for evermore,59,2020
Taylor Swift,1989,Blank Space,"Stolen kisses, pretty lies",34,2014
Drake,For All The Dogs,BBL Love (Interlude),", girls showin' all titties, showin' all ass",22,2023
Taylor Swift,Lover,Lover,Can we always be this close forever and ever?,30,2019
Drake,Take Care,Crew Love,This ain't no fuckin' sing-along,7,2012
Drake,Nothing Was the Same,Connect,"Swanging, eyes closed, just swanging",12,2013
Drake,Certified Lover Boy,In The Bible,"Now y'all doin' shots, now them bitches got you fired up",9,2021
Taylor Swift,reputation,End Game (Ft. Ed Sheeran & Future),"I wanna be your end game, end game",67,2017
Beyoncé,BEYONCÉ,Mine,Long as you know who you belong to,45,2013
Beyoncé,B’Day,Déjà Vu,Jay ,8,2006
Taylor Swift,folklore (deluxe version),mirrorball,"Spinning in my highest heels, love",23,2020
Taylor Swift,evermore (deluxe version),evermore,Evermore,60,2020
Taylor Swift,reputation,This Is Why We Can't Have Nice Things,He ain't reading what they call me lately,33,2017
Drake,Certified Lover Boy,Fair Trade,We should be,4,2021
Taylor Swift,Red,The Lucky One,And they tell you that you're lucky,14,2012
Taylor Swift,evermore (deluxe version),willow,"Wherever you stray, I follow",7,2020
Drake,Nothing Was the Same,Pound Cake / Paris Morton Music 2,"You know, compliments of the company",4,2013
Beyoncé,BEYONCÉ,No Angel,"'Cause you're no angel either, baby",11,2013
Taylor Swift,Lover,London Boy,"Boy (Oh), I fancy you (I fancy you, ooh)",46,2019
Taylor Swift,folklore (deluxe version),invisible string,Wool to brave the seasons,33,2020
Taylor Swift,Lover,London Boy,So please show me Hackney,31,2019
Taylor Swift,folklore (deluxe version),exile,"Second, third, and hundredth chances",17,2020
Beyoncé,4,Dreaming,I think the luckiest girl in the whole wide world could be me,19,2011
Taylor Swift,Lover,Miss Americana and The Heartbreak Prince,"And I don't want you to (Go), I don't really wanna (Fight)",44,2019
Drake,Certified Lover Boy,Champagne Poetry,It's the pretty boys versus the petty boys,8,2021
Drake,Nothing Was the Same,Started from the Bottom,"Nigga, I just think it's funny how it goes",16,2013
Drake,For All The Dogs,Drew A Picasso,After you said we not fuckin' again,9,2023
Taylor Swift,evermore (deluxe version),gold rush,And the coastal town we never found will never see a love as pure as it,37,2020
Drake,Thank Me Later,9AM in Dallas,"Damn, ""I guess it does"" is what the message was",15,2010
Taylor Swift,Speak Now,If This Was a Movie,"Oh, I thought you'd be here by now",49,2010
Drake,Scorpion,Summer Games,I think you're changing your mind,0,2018
Taylor Swift,1989,Bad Blood,You and I,39,2014
Taylor Swift,Lover,Paper Rings,Went home and tried to stalk you on the internet,2,2019
Taylor Swift,reputation,This Is Why We Can't Have Nice Things,But I'm not the only friend you've lost lately,22,2017
Taylor Swift,folklore (deluxe version),exile,I couldn't turn things around (You never turned things around),35,2020
Taylor Swift,1989,I Know Places,Loose lips sink ships all the damn time,19,2014
Taylor Swift,Lover,Cornelia Street,I'd never walk Cornelia Street again,47,2019
Drake,Views,With You,"Yeah, I can't get enough of you, babe",6,2016
Taylor Swift,1989,Clean,"When I was drowning, that's when I could finally breathe",8,2014
Taylor Swift,Lover,I Forgot That You Existed,Even if nobody came to your show,23,2019
Taylor Swift,Fearless,Forever & Always,"Back up, baby, back up",37,2008
Taylor Swift,Fearless,You Belong With Me,She's Cheer Captain and I'm on the bleachers,23,2008
Drake,Nothing Was the Same,Furthest Thing,"But you been missin', girl, and you might feel like nothin' was the same",32,2013
Drake,Views,Weston Road Flows,"I mean, you boys not even coming close",12,2016
Beyoncé,RENAISSANCE,PLASTIC OFF THE SOFA,"It's the way you wear your emotions on both of your sleeves, oh",4,2022
Taylor Swift,1989,Out of the Woods,And I remember thinking,29,2014
Taylor Swift,Red,I Knew You Were Trouble,"Trouble, trouble, trouble",20,2012
Drake,For All The Dogs,8AM in Charlotte,Conductor,3,2023
Drake,Thank Me Later,Cece’s Interlude,"Uh, I wish I wasn't famous",8,2010
Beyoncé,I Am... Sasha Fierce,Ave Maria,"Sometimes, love can come and pass you by",16,2008
Beyoncé,RENAISSANCE,CUFF IT,"I need some drink in my cup (I need a drink), hey (Pour me a drink)",2,2022
Taylor Swift,reputation,Look What You Made Me Do,I'll be the actress starring in your bad dreams,44,2017
Taylor Swift,Red,Treacherous,Two headlights shine through the sleepless night,43,2012
Taylor Swift,Red,The Lucky One,And they still tell the legend of how you disappeared,24,2012
Drake,Certified Lover Boy,The Remorse,"There is no salary cap, there is no payin' him back, for real",22,2021
Taylor Swift,evermore (deluxe version),ivy,"But I don't, I just sit here and wait",8,2020
Beyoncé,Lemonade,Sorry,"Sorry, I ain't sorry (You)",20,2016
Drake,Take Care,Under Ground Kings,When me and my crew was all about this rapper from New Orleans,18,2011
Beyoncé,4,Dreaming,Ohh,6,2011
Taylor Swift,Red,Girl at Home,"And everybody knows that, everybody knows that",37,2012
Taylor Swift,1989,Wildest Dreams,And his voice is a familiar sound,19,2014
Taylor Swift,folklore (deluxe version),mirrorball,Shining just for you,24,2020
Taylor Swift,reputation,...Ready for It?,"We'll move to an island, and",22,2017
Drake,Certified Lover Boy,TSU,"Swishahouse, baby",2,2021
Drake,For All The Dogs,Bahamas Promises,I got too much respect for me,35,2023
Taylor Swift,reputation,Don't Blame Me,"Usin' for the rest of my life, oh!",51,2017
Drake,Take Care,Under Ground Kings,"With fame on my mind, my girl on my nerves",21,2011
Beyoncé,RENAISSANCE,THIQUE,"He thought he was loving me good, I told him, ""Go harder""",3,2022
Drake,Thank Me Later,Unforgettable,"I'm doing my thang, I'm doing my thang, I'm doing my thang",37,2010
Taylor Swift,folklore (deluxe version),august,August slipped away into a moment in time,6,2020
Drake,For All The Dogs,Tried Our Best,Just so I can know what it's like to be there without havin' to argue,7,2023
Taylor Swift,Taylor Swift,Tim McGraw,That had a tendency of gettin' stuck,5,2006
Taylor Swift,evermore (deluxe version),cowboy like me,And the skeletons in both our closets,44,2020
Taylor Swift,Fearless,Forever & Always,Everything is wrong,31,2008
Taylor Swift,evermore (deluxe version),tolerate it,Tell me I've got it wrong somehow,11,2020
Beyoncé,I Am... Sasha Fierce,Sweet Dreams,(Turn the lights on),0,2008
Taylor Swift,1989,Blank Space,"Saw you there, and I thought",4,2014
Taylor Swift,Taylor Swift,The Outside,Nobody ever lets me in,28,2006
Taylor Swift,Lover,London Boy,Doesn't have to be Louis V up on Bond Street,48,2019
Drake,Thank Me Later,Over,"And this what I'ma do 'til it's over, 'til it's over",11,2010
Taylor Swift,Fearless,Tell Me Why,"Yes, I remember what you said last night",28,2008
Taylor Swift,Taylor Swift,Tied Together With A Smile,Hold on,23,2006
Beyoncé,Dangerously in Love,That’s How You Like It,"That's how you like it, huh",9,2003
Taylor Swift,Fearless,Fifteen,"And when you're fifteen, don't forget to look before you fall",39,2008
Drake,For All The Dogs,Bahamas Promises,),14,2023
Drake,Scorpion,Elevate,All this happen for myself and my family,5,2018
Taylor Swift,Speak Now,Better Than Revenge,"She should keep in mind, she should keep in mind",33,2010
Taylor Swift,evermore (deluxe version),it's time to go,Sometimes walking out is the one thing,25,2020
Taylor Swift,Fearless,Forever & Always,And then you feel so low you can't feel nothing at all,44,2008
Drake,For All The Dogs,Members Only,"shorty a ten, but not the Messi ho (Yeah)",44,2023
Drake,"Honestly, Nevermind",Currents,With,10,2022
Beyoncé,I Am... Sasha Fierce,Halo,"Every rule, I had you breakin'",9,2009
Drake,Scorpion,Finesse,"All the time, all the ",14,2018
Taylor Swift,Speak Now,The Story of Us,"Yeah, I don't know what to say since a twist of fate, when it all broke down",16,2010
Beyoncé,BEYONCÉ,Haunted,"It's where we go, it's where we'll be",38,2013
Taylor Swift,Lover,Paper Rings,"Uh huh, that's right",57,2019
Drake,For All The Dogs,All The Parties,Grr,2,2023
Drake,Thank Me Later,Find Your Love,"I better find your loving, I better find your heart",14,2010
Beyoncé,B’Day,Irreplaceable,"Yes, if I bought it, nigga, please don't touch (Don't touch)",6,2006
Beyoncé,I Am... Sasha Fierce,Halo,You're the only one that I want,26,2009
Beyoncé,Lemonade,All Night,Sweet love all night long,38,2016
Beyoncé,4,Countdown,All up in that black with his chick right beside him,33,2011
Taylor Swift,Red,Sad Beautiful Tragic,"Hang up, give up, and for the life of us we can't get back",16,2012
Taylor Swift,folklore (deluxe version),the 1,I have this dream you're doing cool shit,20,2020
Taylor Swift,evermore (deluxe version),evermore,Sending signals,22,2020
Taylor Swift,Lover,You Need to Calm Down,Bout somebody else is no fun,11,2019
Taylor Swift,Lover,Cornelia Street,That's the kinda heartbreak time could never mend,10,2019
Drake,Views,Grammys,Heard you never claimed the hood,14,2016
Taylor Swift,Lover,Daylight,Not the things that haunt me in the middle of the night,56,2019
Taylor Swift,Speak Now,Innocent,Ohwho you are is not where you've been,24,2010
Taylor Swift,Fearless,The Best Day,"God smiles on my little brother, inside and out",20,2008
Beyoncé,4,I Care,"Oh, I care",26,2012
Drake,Certified Lover Boy,Way 2 Sexy,I'm too sexy for Milan,5,2021
Drake,Take Care,Practice,"But when I get you to myself, you know what's going down",25,2011
Drake,Views,Weston Road Flows,Told my momma that I found a lady in the east,47,2016
Beyoncé,Dangerously in Love,Yes,"Yes, we can be together",31,2003
Taylor Swift,1989,Shake It Off,"Can't stop, won't stop movin'",10,2014
Drake,Take Care,Headlines,You know good and well that you don't want a problem like that,11,2011
Drake,Certified Lover Boy,IMY2,"Sayin' I'm the one, she lie, lie",23,2021
Taylor Swift,evermore (deluxe version),"no body, no crime",We meet up every Tuesday night for dinner and a glass of wine,4,2020
Taylor Swift,Lover,Me!,I know I tend to make it about me,20,2019
Drake,For All The Dogs,Calling For You,"Shawty still young, so she don't know the classics",6,2023
Taylor Swift,reputation,Gorgeous,You make me so happy it turns back to sad,55,2017
Taylor Swift,Red,Starlight,"We were 17 and crazy, running wild, wild",9,2012
Taylor Swift,1989,Shake It Off,My ex-man brought his new girlfriend,48,2014
Taylor Swift,folklore (deluxe version),betty,In front of all your stupid friends?,59,2020
Taylor Swift,Red,The Last Time (Ft. Gary Lightbody),"This is the last time I'm asking you, last time I'm asking you",61,2012
Taylor Swift,evermore (deluxe version),"no body, no crime","She says, ""I think he did it, but I just can't prove it""",11,2020
Drake,Scorpion,Nonstop,"Bitch, I move through London with the Eurostep (Two)",9,2018
Beyoncé,I Am... Sasha Fierce,Radio,"With the door closed, we'd be alone",15,2008
Beyoncé,RENAISSANCE,PURE/HONEY,"That's my, that's my, that's my technique",50,2022
Taylor Swift,Speak Now,Enchanted,This night is flawless,70,2010
Taylor Swift,Taylor Swift,Tied Together With A Smile,Is the face in the mirror looking back at you,2,2006
Taylor Swift,evermore (deluxe version),"no body, no crime",Good thing my daddy made me get a boating license when I was fifteen,38,2020
Taylor Swift,Speak Now,Dear John,"Dear John, I see it all now it was wrong",28,2010
Drake,Take Care,Lord Knows,In the same place my brother Wayne at forever,69,2011
Taylor Swift,1989,Clean,I think I am finally clean,21,2014
Taylor Swift,Red,We Are Never Ever Getting Back Together,"We are never, ever, ever getting back together",26,2012
Taylor Swift,Fearless,Forever & Always,"Cause one second it was perfect, now you're halfway out the door",10,2008
Drake,Views,Grammys,That they try to hit me with boat fines,21,2016
